condition,doc_id,persona_id,risk_tier,domain,issue,domain_pred,issue_pred,issue_phrase_present,semantic_slot_score,placeholder_rate
c2_consistent_pseudonym,P0102_D04,P0102,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0103_D01,P0103,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0103_D02,P0103,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c2_consistent_pseudonym,P0103_D03,P0103,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0103_D04,P0103,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0104_D01,P0104,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0104_D02,P0104,T3,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c2_consistent_pseudonym,P0104_D03,P0104,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0104_D04,P0104,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0106_D01,P0106,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0106_D02,P0106,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c2_consistent_pseudonym,P0106_D03,P0106,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0106_D04,P0106,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0107_D01,P0107,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.5,0.0
c2_consistent_pseudonym,P0107_D02,P0107,T3,legal,housing_issue,legal,employment_dispute,1.0,0.75,0.0
c2_consistent_pseudonym,P0107_D03,P0107,T3,financial,hardship_request,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0107_D04,P0107,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0108_D01,P0108,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c2_consistent_pseudonym,P0108_D02,P0108,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c2_consistent_pseudonym,P0108_D03,P0108,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0108_D04,P0108,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0109_D01,P0109,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0109_D02,P0109,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c2_consistent_pseudonym,P0109_D03,P0109,T2,financial,payment_deferral,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0109_D04,P0109,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0111_D01,P0111,T1,healthcare,refill_request,healthcare,symptom_followup,1.0,1.0,0.0
c2_consistent_pseudonym,P0111_D02,P0111,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c2_consistent_pseudonym,P0111_D03,P0111,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0111_D04,P0111,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0112_D01,P0112,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0112_D02,P0112,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c2_consistent_pseudonym,P0112_D03,P0112,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0112_D04,P0112,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0113_D01,P0113,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.5,0.0
c2_consistent_pseudonym,P0113_D02,P0113,T3,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c2_consistent_pseudonym,P0113_D03,P0113,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0113_D04,P0113,T3,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0114_D01,P0114,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
c2_consistent_pseudonym,P0114_D02,P0114,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c2_consistent_pseudonym,P0114_D03,P0114,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0114_D04,P0114,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0116_D01,P0116,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
c2_consistent_pseudonym,P0116_D02,P0116,T3,legal,benefits_appeal,legal,employment_dispute,1.0,0.75,0.0
c2_consistent_pseudonym,P0116_D03,P0116,T3,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c2_consistent_pseudonym,P0116_D04,P0116,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0117_D01,P0117,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c2_consistent_pseudonym,P0117_D02,P0117,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c2_consistent_pseudonym,P0117_D03,P0117,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0117_D04,P0117,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0118_D01,P0118,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c2_consistent_pseudonym,P0118_D02,P0118,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c2_consistent_pseudonym,P0118_D03,P0118,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c2_consistent_pseudonym,P0118_D04,P0118,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c2_consistent_pseudonym,P0119_D01,P0119,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
c2_consistent_pseudonym,P0119_D02,P0119,T3,legal,consumer_complaint,legal,benefits_appeal,1.0,0.75,0.0
c2_consistent_pseudonym,P0119_D03,P0119,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
c2_consistent_pseudonym,P0119_D04,P0119,T3,hr,accommodation_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0001_D01,P0001,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0001_D02,P0001,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0001_D03,P0001,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0001_D04,P0001,T2,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0002_D01,P0002,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0002_D02,P0002,T3,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0002_D03,P0002,T3,financial,fraud_inquiry,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0002_D04,P0002,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0003_D01,P0003,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0003_D02,P0003,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0003_D03,P0003,T1,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c3_per_doc_pseudonym,P0003_D04,P0003,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0004_D01,P0004,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0004_D02,P0004,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0004_D03,P0004,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0004_D04,P0004,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0006_D01,P0006,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0006_D02,P0006,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0006_D03,P0006,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0006_D04,P0006,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0007_D01,P0007,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0007_D02,P0007,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0007_D03,P0007,T2,financial,payment_deferral,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0007_D04,P0007,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0008_D01,P0008,T3,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.75,0.0
c3_per_doc_pseudonym,P0008_D02,P0008,T3,legal,housing_issue,legal,housing_issue,1.0,1.0,0.0
c3_per_doc_pseudonym,P0008_D03,P0008,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0008_D04,P0008,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0009_D01,P0009,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0009_D02,P0009,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0009_D03,P0009,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0009_D04,P0009,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0011_D01,P0011,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0011_D02,P0011,T3,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0011_D03,P0011,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0011_D04,P0011,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0012_D01,P0012,T1,healthcare,refill_request,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0012_D02,P0012,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0012_D03,P0012,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0012_D04,P0012,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0013_D01,P0013,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0013_D02,P0013,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0013_D03,P0013,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0013_D04,P0013,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0014_D01,P0014,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0014_D02,P0014,T3,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0014_D03,P0014,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0014_D04,P0014,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0016_D01,P0016,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0016_D02,P0016,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0016_D03,P0016,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0016_D04,P0016,T2,hr,leave_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0017_D01,P0017,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.75,0.0
c3_per_doc_pseudonym,P0017_D02,P0017,T3,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0017_D03,P0017,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0017_D04,P0017,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0018_D01,P0018,T1,healthcare,refill_request,healthcare,refill_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0018_D02,P0018,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0018_D03,P0018,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0018_D04,P0018,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0019_D01,P0019,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0019_D02,P0019,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0019_D03,P0019,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0019_D04,P0019,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0021_D01,P0021,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0021_D02,P0021,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0021_D03,P0021,T1,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c3_per_doc_pseudonym,P0021_D04,P0021,T1,hr,accommodation_request,hr,accommodation_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0022_D01,P0022,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0022_D02,P0022,T2,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0022_D03,P0022,T2,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0022_D04,P0022,T2,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0023_D01,P0023,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0023_D02,P0023,T3,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0023_D03,P0023,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0023_D04,P0023,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0024_D01,P0024,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0024_D02,P0024,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0024_D03,P0024,T1,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0024_D04,P0024,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0026_D01,P0026,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0026_D02,P0026,T3,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0026_D03,P0026,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0026_D04,P0026,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0027_D01,P0027,T1,healthcare,insurance_question,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0027_D02,P0027,T1,legal,benefits_appeal,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0027_D03,P0027,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0027_D04,P0027,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0028_D01,P0028,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0028_D02,P0028,T2,legal,consumer_complaint,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0028_D03,P0028,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0028_D04,P0028,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0029_D01,P0029,T3,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.75,0.0
c3_per_doc_pseudonym,P0029_D02,P0029,T3,legal,benefits_appeal,legal,benefits_appeal,1.0,0.75,0.0
c3_per_doc_pseudonym,P0029_D03,P0029,T3,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0029_D04,P0029,T3,hr,benefits_question,hr,benefits_question,1.0,0.75,0.0
c3_per_doc_pseudonym,P0031_D01,P0031,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0031_D02,P0031,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0031_D03,P0031,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0031_D04,P0031,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0032_D01,P0032,T3,healthcare,insurance_question,healthcare,refill_request,1.0,0.5,0.0
c3_per_doc_pseudonym,P0032_D02,P0032,T3,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0032_D03,P0032,T3,financial,hardship_request,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0032_D04,P0032,T3,hr,benefits_question,hr,leave_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0033_D01,P0033,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0033_D02,P0033,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0033_D03,P0033,T1,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0033_D04,P0033,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0034_D01,P0034,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0034_D02,P0034,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0034_D03,P0034,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0034_D04,P0034,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0036_D01,P0036,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0036_D02,P0036,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0036_D03,P0036,T1,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0036_D04,P0036,T1,hr,accommodation_request,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0037_D01,P0037,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0037_D02,P0037,T2,legal,benefits_appeal,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0037_D03,P0037,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0037_D04,P0037,T2,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0038_D01,P0038,T3,healthcare,symptom_followup,healthcare,symptom_followup,1.0,0.5,0.0
c3_per_doc_pseudonym,P0038_D02,P0038,T3,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0038_D03,P0038,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0038_D04,P0038,T3,hr,benefits_question,hr,benefits_question,1.0,0.75,0.0
c3_per_doc_pseudonym,P0039_D01,P0039,T1,healthcare,refill_request,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0039_D02,P0039,T1,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0039_D03,P0039,T1,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0039_D04,P0039,T1,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0041_D01,P0041,T3,healthcare,insurance_question,healthcare,symptom_followup,1.0,0.75,0.0
c3_per_doc_pseudonym,P0041_D02,P0041,T3,legal,consumer_complaint,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0041_D03,P0041,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0041_D04,P0041,T3,hr,benefits_question,hr,benefits_question,1.0,0.75,0.0
c3_per_doc_pseudonym,P0042_D01,P0042,T1,healthcare,symptom_followup,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0042_D02,P0042,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0042_D03,P0042,T1,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0042_D04,P0042,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0043_D01,P0043,T2,healthcare,appointment_scheduling,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0043_D02,P0043,T2,legal,housing_issue,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0043_D03,P0043,T2,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0043_D04,P0043,T2,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0044_D01,P0044,T3,healthcare,appointment_scheduling,healthcare,appointment_scheduling,1.0,0.75,0.0
c3_per_doc_pseudonym,P0044_D02,P0044,T3,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0044_D03,P0044,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0044_D04,P0044,T3,hr,leave_request,hr,leave_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0046_D01,P0046,T2,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0046_D02,P0046,T2,legal,benefits_appeal,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0046_D03,P0046,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0046_D04,P0046,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0047_D01,P0047,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0047_D02,P0047,T3,legal,consumer_complaint,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0047_D03,P0047,T3,financial,account_correction,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0047_D04,P0047,T3,hr,schedule_change,hr,leave_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0048_D01,P0048,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0048_D02,P0048,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0048_D03,P0048,T1,financial,fraud_inquiry,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0048_D04,P0048,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0049_D01,P0049,T2,healthcare,symptom_followup,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0049_D02,P0049,T2,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0049_D03,P0049,T2,financial,account_correction,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0049_D04,P0049,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0051_D01,P0051,T1,healthcare,appointment_scheduling,healthcare,symptom_followup,1.0,1.0,0.0
c3_per_doc_pseudonym,P0051_D02,P0051,T1,legal,employment_dispute,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0051_D03,P0051,T1,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0051_D04,P0051,T1,hr,schedule_change,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0052_D01,P0052,T2,healthcare,insurance_question,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0052_D02,P0052,T2,legal,consumer_complaint,legal,housing_issue,1.0,0.75,0.0
c3_per_doc_pseudonym,P0052_D03,P0052,T2,financial,hardship_request,financial,hardship_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0052_D04,P0052,T2,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
c3_per_doc_pseudonym,P0053_D01,P0053,T3,healthcare,refill_request,healthcare,refill_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0053_D02,P0053,T3,legal,employment_dispute,legal,employment_dispute,1.0,0.75,0.0
c3_per_doc_pseudonym,P0053_D03,P0053,T3,financial,payment_deferral,financial,payment_deferral,1.0,1.0,0.0
c3_per_doc_pseudonym,P0053_D04,P0053,T3,hr,benefits_question,hr,leave_request,1.0,0.75,0.0
c3_per_doc_pseudonym,P0054_D01,P0054,T1,healthcare,refill_request,healthcare,refill_request,1.0,1.0,0.0
c3_per_doc_pseudonym,P0054_D02,P0054,T1,legal,housing_issue,legal,employment_dispute,1.0,1.0,0.0
c3_per_doc_pseudonym,P0054_D03,P0054,T1,financial,fraud_inquiry,financial,fraud_inquiry,1.0,1.0,0.0
c3_per_doc_pseudonym,P0054_D04,P0054,T1,hr,benefits_question,hr,benefits_question,1.0,1.0,0.0
